,index,Genotype,Status,Light,Volume
143,199,SXVNC2/w,Ctrl,Red Light On,614.891
144,200,SXVNC2/w,Ctrl,Red Light On,191.902
145,201,SXVNC2/w,Ctrl,Red Light On,264.198
146,202,Chr/w,Ctrl,Red Light On,317.0929999999999
147,203,SXVNC2/w,Ctrl,Red Light On,263.856
148,216,Chr/w,Ctrl,Red Light On,283.814
149,217,Chr/w,Ctrl,Red Light On,47.934999999999995
150,218,Chr/w,Ctrl,Red Light On,152.461
151,219,SXVNC2/w,Ctrl,Red Light On,500.733
152,220,SXVNC2/w,Ctrl,Red Light On,234.338
153,221,Chr/w,Ctrl,Red Light On,266.071
154,222,Chr/w,Ctrl,Red Light On,203.53
155,223,SXVNC2/w,Ctrl,Red Light On,231.815
156,224,Chr/w,Ctrl,Red Light On,450.20300000000003
157,225,SXVNC2/w,Ctrl,Red Light On,257.353
158,226,SXVNC2/w,Ctrl,Red Light On,208.1829999999999
159,227,Chr/w,Ctrl,Red Light On,216.49099999999999
160,228,SXVNC2/w,Ctrl,Red Light On,218.11700000000002
161,229,SXVNC2/w,Ctrl,Red Light On,232.123
162,230,Chr/w,Ctrl,Red Light On,173.077
163,231,Chr/w,Ctrl,Red Light On,408.993
164,232,SXVNC2/w,Ctrl,Red Light On,336.38
165,233,SXVNC2/w,Ctrl,Red Light On,389.787
166,234,Chr/w,Ctrl,Red Light On,178.961
167,235,SXVNC2/w,Ctrl,Red Light On,284.30699999999996
168,236,SXVNC2/w,Ctrl,Red Light On,262.078
169,237,SXVNC2/w,Ctrl,Red Light On,167.358
170,238,Chr/w,Ctrl,Red Light On,139.625
171,239,SXVNC2/w,Ctrl,Red Light On,329.192
172,90,SXVNC2>Chr,Test,Red Light On,0.0
173,91,SXVNC2>Chr,Test,Red Light On,111.498
174,92,SXVNC2>Chr,Test,Red Light On,238.583
175,93,SXVNC2>Chr,Test,Red Light On,0.0
176,94,SXVNC2>Chr,Test,Red Light On,0.0
177,95,SXVNC2>Chr,Test,Red Light On,0.0
178,96,SXVNC2>Chr,Test,Red Light On,0.0
179,97,SXVNC2>Chr,Test,Red Light On,0.0
180,98,SXVNC2>Chr,Test,Red Light On,173.641
181,99,SXVNC2>Chr,Test,Red Light On,0.0
182,100,SXVNC2>Chr,Test,Red Light On,0.0
183,101,SXVNC2>Chr,Test,Red Light On,0.0
184,102,SXVNC2>Chr,Test,Red Light On,0.0
185,103,SXVNC2>Chr,Test,Red Light On,0.0
186,104,SXVNC2>Chr,Test,Red Light On,0.0
187,105,SXVNC2>Chr,Test,Red Light On,0.0
188,106,SXVNC2>Chr,Test,Red Light On,0.0
189,107,SXVNC2>Chr,Test,Red Light On,0.0
190,108,SXVNC2>Chr,Test,Red Light On,0.0
191,109,SXVNC2>Chr,Test,Red Light On,0.0
192,110,SXVNC2>Chr,Test,Red Light On,0.0
193,111,SXVNC2>Chr,Test,Red Light On,0.0
194,112,SXVNC2>Chr,Test,Red Light On,0.0
195,113,SXVNC2>Chr,Test,Red Light On,331.075
196,114,SXVNC2>Chr,Test,Red Light On,0.0
197,115,SXVNC2>Chr,Test,Red Light On,71.197
198,116,SXVNC2>Chr,Test,Red Light On,0.0
199,117,SXVNC2>Chr,Test,Red Light On,63.965999999999994
200,118,SXVNC2>Chr,Test,Red Light On,223.77
201,119,SXVNC2>Chr,Test,Red Light On,98.22699999999999
202,120,SXVNC2>Chr,Test,Red Light On,157.71099999999998
203,121,SXVNC2>Chr,Test,Red Light On,302.157
204,122,SXVNC2>Chr,Test,Red Light On,0.0
205,123,SXVNC2>Chr,Test,Red Light On,17.166
206,124,SXVNC2>Chr,Test,Red Light On,244.7129999999999
207,125,SXVNC2>Chr,Test,Red Light On,158.139
208,126,SXVNC2>Chr,Test,Red Light On,204.154
209,127,SXVNC2>Chr,Test,Red Light On,144.861
210,128,SXVNC2>Chr,Test,Red Light On,176.76500000000001
211,129,SXVNC2>Chr,Test,Red Light On,0.0
212,130,SXVNC2>Chr,Test,Red Light On,124.25500000000001
213,131,SXVNC2>Chr,Test,Red Light On,2.118
214,132,SXVNC2>Chr,Test,Red Light On,135.104
215,133,SXVNC2>Chr,Test,Red Light On,305.047
216,134,SXVNC2>Chr,Test,Red Light On,191.167
217,135,SXVNC2>Chr,Test,Red Light On,234.63
218,136,SXVNC2>Chr,Test,Red Light On,323.9869999999999
219,137,SXVNC2>Chr,Test,Red Light On,326.224
220,138,SXVNC2>Chr,Test,Red Light On,330.17
221,139,SXVNC2>Chr,Test,Red Light On,98.148
222,140,SXVNC2>Chr,Test,Red Light On,0.0
223,141,SXVNC2>Chr,Test,Red Light On,148.219
224,142,SXVNC2>Chr,Test,Red Light On,95.614
225,143,SXVNC2>Chr,Test,Red Light On,321.369
226,144,SXVNC2>Chr,Test,Red Light On,181.634
227,146,SXVNC2>Chr,Test,Red Light On,160.73299999999998
228,204,SXVNC2>Chr,Test,Red Light On,0.0
229,205,SXVNC2>Chr,Test,Red Light On,0.0
230,206,SXVNC2>Chr,Test,Red Light On,0.0
231,207,SXVNC2>Chr,Test,Red Light On,0.0
232,208,SXVNC2>Chr,Test,Red Light On,0.0
233,209,SXVNC2>Chr,Test,Red Light On,0.0
234,210,SXVNC2>Chr,Test,Red Light On,0.0
235,211,SXVNC2>Chr,Test,Red Light On,0.0
236,212,SXVNC2>Chr,Test,Red Light On,0.0
237,213,SXVNC2>Chr,Test,Red Light On,197.065
238,214,SXVNC2>Chr,Test,Red Light On,76.356
239,215,SXVNC2>Chr,Test,Red Light On,0.0
