,Light,Genotype,Status,ID,Starvation,Meal Size,Feed Speed,Prefeed Speed,Duringfeed Speed,Postfeed Speed,Meal Duration,Volume,Count,Duration,Latency,Duringfeed Speed Ratio,Perifeed Speed Ratio,Speed,Height,Food Port Occupancy,Ctrl Port Occupancy,Falls,date,Expt,GenoReduced,GenoReduced1,StatusExpt
55,25,w1118; uas-trhi,Ctrl,4,0,0.0093836666666666,0.0017699487724428,2.441379863076772,0.7737502770477743,2.69370590864238,4.307166666666622,56.302,6.0,0.4307166666666622,4.48895,0.3169315389013852,1.103353865320906,0.3574363707907433,3.739910503124032,0.9299192310630524,1.0771506552492864,28.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
53,25,w1118; uas-trhi,Ctrl,27,0,0.0156085714285714,0.001959597906741,0.8982860130559099,0.3199565093600752,0.3118566992782646,4.839000000000161,109.25999999999999,7.0,0.5645500000000188,1.4078000000000002,0.35618556307206,0.3471686019215068,0.2349903792343354,12.893291023900774,0.5854532574952601,0.2569605044759742,65.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
52,25,w1118; trh-gal4,Ctrl,25,0,0.00410875,0.0011372513858769,3.018436757045707,0.8159675029224461,2.797387068906577,3.1030208333333555,98.61,24.0,1.2412083333333424,2.7672166666666667,0.2703278447089525,0.9267668313330896,1.1875709791604665,7.9983487541069564,3.993999624976561,2.517518456014612,245.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
51,25,w1118; uas-trhi,Ctrl,24,0,0.0052533333333333,0.0009417269418383,2.1536801066730558,0.8505520840930202,1.9791890764073523,4.152611111111103,47.28,9.0,0.6228916666666653,0.0455833333333333,0.3949296283406402,0.9189800612797356,0.4285317504347085,7.706595640732821,1.2459112027835073,0.8590814703696759,62.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
50,25,w1118; uas-trhi,Ctrl,7,0,0.0205563749999999,0.0018248031569278,1.471694426505778,0.3777014653280478,0.903516235611682,6.776562500000017,164.4509999999999,8.0,0.9035416666666688,0.9950833333333332,0.2566439462741044,0.6139292364902726,0.1816430617842883,9.571316145005056,1.115347486995715,0.0625039064941558,9.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
49,25,w1118; trh-gal4,Ctrl,25,0,0.0111855833333333,0.0015867380756088,3.191448437035262,0.7657938306908018,2.390734601507414,5.323583333333258,134.227,12.0,1.0647166666666517,1.3595499999999998,0.2399518105334629,0.7491064476442922,0.9661614441777816,5.600007388276331,2.698085296997729,1.294525352278962,109.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
48,25,w1118; trh-gal4,Ctrl,28,0,0.0050077837837837,0.0010168332036337,3.1263779687017568,0.8861192055544194,2.9933256343569226,3.365175675675685,185.288,37.0,2.0751916666666723,0.23055,0.2834331659272741,0.9574420189507398,1.429628013736894,8.222210032694413,5.389225715496107,2.2779201477870146,87.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
47,25,w1118; uas-trhi,Ctrl,4,0,0.0129293333333333,0.0022519299049661,3.405335462252967,0.361185900153626,2.4416775961376804,4.547499999999995,38.788000000000004,3.0,0.2273749999999997,3.389283333333333,0.1060647046839449,0.7170152906234585,0.376834926290343,2.738621260677638,0.5291997416505199,0.3340486558187664,41.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
46,25,w1118; uas-trhi,Ctrl,18,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.1521777364833983,3.1145924116592205,0.0875054690918182,0.0055559027994805,50.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
54,25,w1118; uas-trhi,Ctrl,27,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.0794522645266493,5.48911030231914,0.0,0.0208346354980519,93.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
65,25,w1118; uas-trhi,Ctrl,13,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.0644189289430331,4.781866978164847,0.0,0.0,3.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
67,25,w1118; uas-trhi,Ctrl,10,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.0568141898211074,1.6239277414091935,0.0,0.0,18.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
68,25,w1118; uas-trhi,Ctrl,1,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.1894141421839094,8.16130635443751,0.0451417102457792,0.1236188372884416,27.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
87,25,w1118; uas-trhi,Ctrl,30,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.1248034921572163,8.822984626975146,0.0631983943440909,0.1055621531901299,31.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
86,25,w1118; uas-trhi,Ctrl,27,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.2457195222872338,3.9530772981306903,0.0569480036946753,0.0138897569987013,39.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
85,25,w1118; trh-gal4,Ctrl,25,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.091504326584629,1.8951723003546084,0.0,0.0138897569987013,46.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
84,25,w1118; uas-trhi,Ctrl,24,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.067320562247157,4.596310733459827,0.0,0.0,23.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
83,25,w1118; uas-trhi,Ctrl,10,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.0559896188447162,13.06731556424913,0.0,0.0,5.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
82,25,w1118; uas-trhi,Ctrl,7,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.2330280244748764,6.8720169330568925,0.4555840295574029,0.2687667979248703,13.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
81,25,w1118; trh-gal4,Ctrl,2,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.0787927975485642,9.74710996303216,0.0,0.0,14.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
80,25,w1118; trh-gal4,Ctrl,8,0,0.0077734,0.0009717628702602,2.8957903220565773,0.7769355826105271,2.779038174832036,4.846949999999947,155.468,20.0,1.6156499999999825,5.507116666666667,0.2682982868934899,0.9596821129156808,2.534417332782005,7.012765823204927,5.489926453736692,2.558493239160781,46.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
79,25,w1118; uas-trhi,Ctrl,7,0,0.0049432068965517,0.0014097310654681,3.013801924591612,0.8762556558770641,2.7994484680914944,2.311577586206872,286.706,58.0,2.234524999999977,0.9701,0.2907475931736296,0.9288760635690536,2.6343242609815003,8.019801340018835,7.01016035724455,2.3293122486822093,1.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
78,25,w1118; trh-gal4,Ctrl,5,0,0.0253815,0.0034241724192553,3.00654757102198,0.3054643066980667,0.1774641945058951,7.171000000000049,50.763000000000005,2.0,0.2390333333333349,38.89645,0.1015996918333256,0.0590259060646001,0.139187729625632,4.415122551277676,0.2590439680257794,0.0861164933919481,51.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
77,25,w1118; trh-gal4,Ctrl,22,0,0.0088736923076923,0.0008442987972284,3.141788013812969,1.3197383885737275,2.8044287658546447,3.888057692307756,230.716,26.0,1.6848250000000278,3.5367,0.4200596548116729,0.8926218934965968,2.6501113485268646,8.922874875000943,6.332340215707927,3.540499058968964,81.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
76,25,w1118; uas-trhi,Ctrl,21,0,0.0049983333333333,0.0009130534624201,0.6244063145570378,0.4291647635533696,0.7510763808804026,4.348499999999999,14.995,3.0,0.2174249999999999,0.2344833333333333,0.6873165013679031,1.2028648067296153,0.1625541908710071,4.5760798214027645,0.4215541249105847,0.106256641040065,52.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
75,25,w1118; trh-gal4,Ctrl,28,0,0.0124178076923076,0.001607437767155,3.2974009759596465,0.9292213906669936,2.651346087652279,3.5608846153846394,322.863,26.0,1.5430500000000102,0.1297833333333333,0.2818041837925281,0.8040714814432462,1.1759877770997065,4.544881654796121,2.7904521810390928,1.0236750908042864,124.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
74,25,w1118; trh-gal4,Ctrl,2,0,0.016951,0.001579120111966,1.4703035622992155,0.3918946990691198,0.8744575419737117,8.600499999999947,67.804,4.0,0.5733666666666631,2.7943833333333337,0.2665399915486071,0.5947462581171074,0.4784539992897896,4.038151642103085,1.0792341187990917,0.6285115041912341,39.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
73,25,w1118; trh-gal4,Ctrl,11,0,0.0053301666666666,0.0011102440737879,2.5073615300440166,0.7476300037028908,2.6482398334214525,2.7379583333332653,127.924,24.0,1.095183333333306,0.7876333333333334,0.2981739947528692,1.0561858757460327,1.4713994483164294,5.886870998642964,3.61411477106208,0.997284552506754,6.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
72,25,w1118; uas-trhi,Ctrl,13,0,0.0051056666666666,0.0010398659017629,2.3068977382281792,0.8177950327003255,2.049872108121183,3.121625000000053,61.268,12.0,0.6243250000000107,0.6707333333333333,0.3544999065838244,0.8885838648814984,0.6162034945345006,8.964619298981068,1.5424575147057802,0.5451729621990263,46.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
71,25,w1118; trh-gal4,Ctrl,14,0,0.0207078333333333,0.0018036572935912,2.210335366903293,0.7708113275212648,0.4314073801199137,4.985500000000154,124.247,6.0,0.4985500000000153,47.57248333333334,0.3487304863610724,0.1951773412214458,1.736117500754634,8.447118551284095,1.125070316894806,1.3118875485273385,43.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
70,25,w1118; trh-gal4,Ctrl,16,0,0.0217571666666666,0.0022052544748098,1.69733212613328,0.624622528213817,1.227279309125123,2.2406666666664514,130.543,6.0,0.2240666666666451,4.701966666666666,0.3680025368027292,0.7230637364538713,0.8985899379019262,5.704512577748799,0.47850212860526,0.6333729191407796,11.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
69,25,w1118; uas-trhi,Ctrl,18,0,0.0072552499999999,0.0014040064764441,3.014712238481517,0.815947518999279,3.4394334234253257,2.72362499999997,58.0419999999999,8.0,0.363149999999996,13.9876,0.2706551917572949,1.1408828277281071,1.37512536394993,6.035030204854786,1.307026133577793,0.638234334090325,78.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
45,25,w1118; trh-gal4,Ctrl,19,0,0.0047685909090909,0.0011215496645914,2.2298589001793845,0.641984047956131,2.103971508051009,3.366113636363645,104.909,22.0,1.2342416666666698,7.695066666666666,0.2879034399461264,0.9435446825275589,1.3146615952105225,6.204634849520485,3.399518025432145,2.1411060413498064,1.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
88,25,w1118; trh-gal4,Ctrl,2,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.0751407249010773,1.2446652602896249,0.0,0.0118062934488961,20.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
44,25,w1118; uas-trhi,Ctrl,21,0,0.02207,0.001695785560375,2.2000673031066724,0.4525925411010226,0.7000252088350343,7.671400000000085,110.35000000000001,5.0,0.6392833333333404,63.50185,0.2057175889400862,0.3181835427700517,0.1614321163110573,9.93949880519448,0.7021272162843512,0.0722267363932468,113.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
42,25,w1118; trh-gal4,Ctrl,28,0,0.0125298,0.0015930993811878,2.3522069840121054,0.5847679608738529,1.4361705126466129,4.696400000000093,187.947,15.0,1.1741000000000232,7.20315,0.2486039557098957,0.6105629829382488,1.3568294010380877,8.311743224028037,2.195276093644741,0.9438089880617538,52.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
19,25,w1118; trh-gal4,Ctrl,19,0,0.0048992962962962,0.000951929931274,2.8204015248010417,0.8423544130033428,2.695009475303041,3.379999999999981,132.281,27.0,1.5209999999999912,3.716733333333333,0.2986647133736621,0.9555410644919268,1.4553355057813906,5.493240561483752,3.637727357959872,3.086998492961366,29.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
18,25,w1118; uas-trhi,Ctrl,30,0,0.026651,0.0025057214698297,1.7375120908136577,0.7202626910509202,1.76154419308943,5.293500000000108,53.302,2.0,0.1764500000000036,9.895983333333334,0.4145367936482267,1.0138313295215795,0.2389279651449815,8.639697222021994,0.6507351153891563,0.1437589849365585,56.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
17,25,w1118; uas-trhi,Ctrl,4,0,0.0037845,0.0007218567511796,2.6019465460248727,0.9512928859279938,1.9111652599677096,3.0529166666666256,90.828,24.0,1.2211666666666503,4.2194666666666665,0.3656081587768713,0.7345136520531119,1.4715355495230422,7.184551437641397,5.064205401726497,3.643977748609288,61.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
16,25,w1118; trh-gal4,Ctrl,5,0,0.0060749333333333,0.001233468962507,2.894698573420454,0.8980871506374846,2.9018250646854358,2.6857333333333977,91.124,15.0,0.6714333333333494,22.85053333333333,0.3102523899669044,1.0024619113473223,1.0445740326260853,3.3624882436804366,2.137633602100131,1.263967886881819,13.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
15,25,w1118; trh-gal4,Ctrl,8,0,0.0160525,0.0019595011467927,2.2583148266807025,0.4753652570392532,2.2389792121341827,4.794199999999956,160.525,10.0,0.7990333333333259,17.69475,0.2104955657302886,0.991438034096008,0.7169555517949278,4.510940167852458,1.1597947093915593,0.3812738296143509,68.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
14,25,w1118; uas-trhi,Ctrl,1,0,0.012267375,0.0022053964380309,2.8115249932524797,0.5957813810710308,1.5849179461882112,3.824687500000007,98.13900000000001,8.0,0.5099583333333342,1.5335333333333334,0.2119068414831369,0.5637218057786916,0.2260388796018282,1.9569374447124728,0.8083838573244161,0.0541700522949351,10.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
13,25,w1118; uas-trhi,Ctrl,10,0,0.031263,0.003649062216924,0.1534516770183174,0.2937910139075397,0.1475927693130211,7.104249999999979,62.525999999999996,2.0,0.2368083333333326,18.28056666666667,1.9145506886345072,0.9618192005513438,0.1322491161703193,7.898923619895761,0.2791841156738963,0.0500031251953247,74.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
12,25,w1118; uas-trhi,Ctrl,30,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,120.0,,,0.0588693787759705,1.204197164427485,0.0,0.0,0.0,2022-05-06_13-16-17,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
11,25,w1118; trh-gal4,Ctrl,11,0,0.0053501219512195,0.0011652827088622,2.5393399059449626,0.9739380245481464,2.4341303190897503,1.7987195121951758,219.355,41.0,1.2291250000000369,1.3064166666666668,0.3835398413060089,0.9585681355186436,1.15717547335312,5.916871811755256,3.1515858630053266,1.2799411074303255,15.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
10,25,w1118; uas-trhi,Ctrl,18,0,0.0083224285714285,0.0015342279002843,1.33469764751845,0.6597673681172115,1.4263240214955064,4.292642857142896,58.2569999999999,7.0,0.500808333333338,0.8422,0.4943197205328792,1.0686495358311403,0.3256308010173913,4.905858202568093,1.029925481453702,0.6257335527914939,14.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
8,25,w1118; trh-gal4,Ctrl,16,0,0.0091075217391304,0.0019259311509394,3.7102746156740154,0.8571631645503438,3.2279352803448584,2.8722173913043814,209.47299999999998,23.0,1.1010166666666796,1.7141333333333333,0.2310241837435071,0.8699990202095773,1.806342757726331,5.259496406135238,2.8543450632331187,2.3619531776291574,26.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
7,25,w1118; trh-gal4,Ctrl,14,0,0.0097223636363636,0.0015832170410504,3.181473400617832,0.7148055658686278,2.6721464027714457,3.616113636363606,213.892,22.0,1.3259083333333224,7.036116666666667,0.2246775238572841,0.8399084531879235,1.6948075908368176,7.435978285250391,3.196033085401171,1.902202220972144,13.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
6,25,w1118; uas-trhi,Ctrl,13,0,0.006989619047619,0.0017575595333495,1.3040703087526575,0.4301413462535825,1.2655382786677638,3.137761904761924,146.78199999999998,21.0,1.0982166666666733,4.01865,0.3298452110799243,0.9704524903095526,0.5497332909438736,11.26448589119631,1.6501031314457153,0.7035161919842212,107.0,2022-04-27_11-48-57,TrhTrhi,Combined Controls,RNAi/W,Ctrl_TrhTrhi_Combined Controls
43,25,w1118; trh-gal4,Ctrl,22,0,0.0077723529411764,0.0007419153952039,2.9349216261572053,1.0604909857878808,2.696717291589828,3.2779117647058444,132.13,17.0,0.928741666666656,10.57515,0.3613353679826941,0.9188379231511996,1.7500234506318455,7.944916903422992,4.167621587460327,2.336951615031495,23.0,2022-04-21_12-54-34,TrhTrhi,Combined Controls,Trh-Gal4/W,Ctrl_TrhTrhi_Combined Controls
9,25,trh-gal4>uas-trhi,Test,26,0,0.0067148095238095,0.0013275476109128,4.1154980960699765,0.7493015125091097,3.58769148558568,3.2200238095238043,141.011,21.0,1.1270083333333316,0.0029333333333333,0.1820682442362547,0.8717514628452102,0.7895049303588753,4.96017165390558,2.0174872040613647,0.4923918856039613,63.0,2022-04-27_11-48-57,TrhTrhi,Trh-Gal4>Trhi,Trh-Gal4>RNAi,Test_TrhTrhi_Trh-Gal4>Trhi
5,25,trh-gal4>uas-trhi,Test,12,0,0.0084351,0.000978970160898,3.4026481539785087,0.7670208121414445,2.2220857953740483,4.610875000000056,168.702,20.0,1.536958333333352,0.0610333333333333,0.2254187848498569,0.6530460085260061,1.2565391224830391,9.933297979352025,4.2224861276051975,1.2507726177330527,55.0,2022-05-06_13-16-17,TrhTrhi,Trh-Gal4>Trhi,Trh-Gal4>RNAi,Test_TrhTrhi_Trh-Gal4>Trhi
4,25,trh-gal4>uas-trhi,Test,9,0,0.0072179111111111,0.0011802571807047,3.705728388392597,0.9379926631467532,3.410693830243717,3.6598666666666255,324.806,45.0,2.7448999999999693,7.442683333333333,0.2531196474314779,0.9203841924645604,2.8902000895479505,8.762427236239976,8.983200338910072,3.367571584335132,7.0,2022-05-06_13-16-17,TrhTrhi,Trh-Gal4>Trhi,Trh-Gal4>RNAi,Test_TrhTrhi_Trh-Gal4>Trhi
3,25,trh-gal4>uas-trhi,Test,29,0,0.0044685,0.0010340736626888,3.293094138217508,0.7648647180357017,2.857548592412229,3.548249999999996,134.055,30.0,1.774124999999998,0.3519333333333333,0.2322632411746689,0.8677397221201116,2.3118341695994906,6.8215603025070415,6.824037613461953,2.583494801758443,81.0,2022-04-27_11-48-57,TrhTrhi,Trh-Gal4>Trhi,Trh-Gal4>RNAi,Test_TrhTrhi_Trh-Gal4>Trhi
2,25,trh-gal4>uas-trhi,Test,15,0,0.0031027333333333,0.0007647504362348,4.020715927733158,1.1513774906555192,3.6188037468107095,2.438016666666724,93.082,30.0,1.219008333333362,3.257483333333333,0.2863613125995337,0.9000396476283659,2.2972518473803363,7.865727395974349,5.246161218409484,3.184226791952274,5.0,2022-04-27_11-48-57,TrhTrhi,Trh-Gal4>Trhi,Trh-Gal4>RNAi,Test_TrhTrhi_Trh-Gal4>Trhi
1,25,trh-gal4>uas-trhi,Test,20,0,0.0101941111111111,0.0012617000819213,3.08033946762046,0.8719156691159028,2.719665426629098,2.9119259259258885,275.241,27.0,1.3103666666666498,1.7648333333333333,0.2830583051904508,0.8829109438155595,1.5095956423764123,9.382645112573687,3.8085713690438983,2.110548575952664,55.0,2022-04-21_12-54-34,TrhTrhi,Trh-Gal4>Trhi,Trh-Gal4>RNAi,Test_TrhTrhi_Trh-Gal4>Trhi
20,25,trh-gal4>uas-trhi,Test,17,0,0.0085576956521739,0.0019430457538293,4.140075901769508,0.8013692533234907,3.959726962217197,1.6770434782608672,196.827,23.0,0.6428666666666658,3.1287000000000003,0.1935639037392957,0.9564382528650676,2.743394961929825,7.78186530532898,3.862741421338834,3.6370328701099375,28.0,2022-04-21_12-54-34,TrhTrhi,Trh-Gal4>Trhi,Trh-Gal4>RNAi,Test_TrhTrhi_Trh-Gal4>Trhi
